term,length,letterCount,numberCount,spaceCount,startsWithNumber,endsWithNumber,isPartNumber
EL7532IY,8,4,4,0,0,0,1
BCM5482SA2IFBG,14,9,5,0,0,0,1
BAT54,5,3,2,0,0,1,1
RT0603BRE07255KL,16,7,9,0,0,0,1
BCM53262MIPBG,13,8,5,0,0,0,1
MMSZ4V3T1G,10,7,3,0,0,0,1
MC9S08PL16CLD,13,8,5,0,0,0,1
1206Y1K00470,12,2,10,0,1,1,1
4421,4,0,4,0,1,1,1
TSR 2,5,3,1,1,0,1,1
CL31A226KAHNNWE,15,10,5,0,0,0,1
BL24C04A,8,4,4,0,0,0,1
BCM5396IFBG,11,7,4,0,0,0,1
MMSZ43,6,4,2,0,0,1,1
as2815at,8,4,4,0,0,0,1
C2220C223J1GACTU,16,8,8,0,0,0,1
S2MPB02,7,4,3,0,0,1,1
HSU4103,7,3,4,0,0,1,1
VS3V3BA1EST15R,14,9,5,0,0,0,1
RWM1,4,3,1,0,0,1,1
ltc6,4,3,1,0,0,1,1
GJM0335C1H120GB01D,18,8,10,0,0,0,1
TMP390,6,3,3,0,0,1,1
1212914,7,0,7,0,1,1,1
SN74HC4851PWR,13,7,6,0,0,0,1
Vishay MRS25,12,9,2,1,0,1,0
BSZ123N08NS3GATMA1,18,11,7,0,0,1,1
RB060L40TE25,12,5,7,0,0,1,1
ERR1HM1R0D11OT,14,9,5,0,0,0,1
2131,4,0,4,0,1,1,1
Q65111,6,1,5,0,0,1,1
HJST,4,4,0,0,0,0,1
MA1B1,5,3,2,0,0,1,1
TPS62824ADMQR,13,8,5,0,0,0,1
420USK1,7,3,4,0,1,1,1
MIC2009YM6TR,12,7,5,0,0,0,1
AD7367BRUZ,10,6,4,0,0,0,1
135800,6,0,6,0,1,1,1
IRFHS8342TRPbF,14,10,4,0,0,0,1
BCM54612EB1KMLG,15,9,6,0,0,0,1
BCM54640EB2KFBG,15,9,6,0,0,0,1
MMSZ4703T1G,11,6,5,0,0,0,1
150060GS75000,13,2,11,0,1,1,1
DCR010503U,10,4,6,0,0,0,1
RK73H2BTTD2703F,15,8,7,0,0,0,1
EEEFK1H470XP,12,8,4,0,0,0,1
KF102M035I250,13,4,9,0,0,1,1
534200000,10,0,10,0,1,1,1
solid state relay,17,15,0,2,0,0,0
A2541WV,7,3,4,0,0,0,1
MHC3,4,3,1,0,0,1,1
RC7711N44,9,3,6,0,0,1,1
EKZN630ELL102ML25S,18,10,8,0,0,0,1
FT232BL,7,4,3,0,0,0,1
lm2903,6,2,4,0,0,1,1
560L104YTT,10,4,6,0,1,0,1
NC7SZ125M5X,11,6,5,0,0,0,1
C0805C221J1,11,3,8,0,0,1,1
171171,6,0,6,0,1,1,1
MAX4249EUB,10,6,4,0,0,0,1
RK73B2ERTTD104J,15,9,6,0,0,0,1
C1206X683M4,11,3,8,0,0,1,1
CN1E4KTTD1,10,7,3,0,0,1,1
N201P,5,2,3,0,0,0,1
MMSS1,5,4,1,0,0,1,1
EECRF,5,5,0,0,0,0,1
477J,4,1,3,0,1,0,1
AD8251ARMZ,10,6,4,0,0,0,1
RK73H2ATTD5602F,15,8,7,0,0,0,1
RM06FTN,7,5,2,0,0,0,1
CC0603KRX7R8BB474,17,8,9,0,0,1,1
IRL640STR,9,6,3,0,0,0,1
ADS8688AIDBT,12,8,4,0,0,0,1
CC0603KRX5RGBB475,17,9,8,0,0,1,1
95213,6,0,6,0,1,1,1
STGP8NC60KD,11,8,3,0,0,0,1
mini dtepper motor,18,16,0,2,0,0,0
BCM54616SC0IFBG,15,9,6,0,0,0,1
GRM219R61C225MA88D,18,8,10,0,0,0,1
LTM8027,7,3,4,0,0,1,1
GC332DD72W104KX01L,18,8,10,0,0,0,1
RK73H2ATTD1503F,15,8,7,0,0,0,1
0603N222J250CT,14,4,10,0,1,0,1
RWM0410R500JR15E1,17,7,10,0,0,1,1
6338020000,12,0,12,0,1,1,1
ATSAM4SD16CB,12,9,3,0,0,0,1
tsm2405,7,3,4,0,0,1,1
MC9S12XET256MAL,15,9,6,0,0,0,1
S29GL256P90TFIR20,17,8,9,0,0,1,1
CRCW120610R0FKEA,16,9,7,0,0,0,1
1206W4F200MT5E,14,5,9,0,1,0,1
LDK120M32R,10,5,5,0,0,0,1
MSP432P401MIPZR,15,9,6,0,0,0,1
RK73H2ATTD3303F,15,8,7,0,0,0,1
C1206C104K5RAC,14,6,8,0,0,0,1
IHW30N160R5,11,5,6,0,0,1,1
TPS78225DDCR,12,7,5,0,0,0,1
PC817XNNIP1B,12,8,4,0,0,0,1
EN3645W0DN18,12,5,7,0,0,1,1
MHDAS2M02,9,6,3,0,0,1,1
794011219,9,0,9,0,1,1,1
V300C24H150BL2,14,5,9,0,0,1,1
500V Relays,11,7,3,1,1,0,0
ENRC11202,9,4,5,0,0,1,1
4285C,5,1,4,0,1,0,1
APXD25,6,4,2,0,0,1,1
CRCW25122R7,11,5,6,0,0,1,1
47nf,4,2,2,0,1,0,0
LQW15AN9N5G00D,14,8,6,0,0,0,1
GRM155R61C225KE44,17,7,10,0,0,1,1
158600,6,0,6,0,1,1,1
ADA4858,7,3,4,0,0,1,1
BACC63DB17,10,6,4,0,0,1,1
VS44005,7,2,5,0,0,1,1
39014030,8,0,8,0,1,1,1
ADM3491ARZ,10,6,4,0,0,0,1
74VHC16,7,3,4,0,1,1,1
T354A4,6,2,4,0,0,1,1
1902E,5,1,4,0,1,0,1
S6J32EELTMSC2000A,17,10,7,0,0,0,1
RASPBERRY,9,9,0,0,0,0,0
GLS85LD,7,5,2,0,0,0,1
SBL3,4,3,1,0,0,1,1
NVMFS5844NL,11,7,4,0,0,0,1
M41T81SM6F,10,5,5,0,0,0,1
MP003636,8,2,6,0,0,1,1
HHXA800ARA220MHA0G,18,11,7,0,0,0,1
EP1C6Q240I7N,12,6,6,0,0,0,1
MG32,4,2,2,0,0,1,1
C0603C682J5RACTU,16,8,8,0,0,0,1
MGS10,5,3,2,0,0,1,1
ABS1411,7,3,4,0,0,1,1
CL31B106KAHNNNE,15,10,5,0,0,0,1
220uF 50V,9,3,5,1,1,0,0
SMAJ58A,7,5,2,0,0,0,1
VM147,5,2,3,0,0,1,1
C1210C200K1,11,3,8,0,0,1,1
62GB50T1412SW,13,5,8,0,1,0,1
RK73H2ATTD4702F,15,8,7,0,0,0,1
UM805RE,7,4,3,0,0,0,1
V47ZA20P,8,4,4,0,0,0,1
MBRB40150CT,11,6,5,0,0,0,1
BCM54680B0KFBG,14,8,6,0,0,0,1
22uf 25v 0805,13,3,8,2,1,1,0
4421,4,0,4,0,1,1,1
8338,4,0,4,0,1,1,1
CYT2B75CADQ0AZEGS,17,13,4,0,0,0,1
C0805C104M5RAC,14,6,8,0,0,0,1
WSC452710R00F,13,5,8,0,0,0,1
CGS124U016V4C,13,6,7,0,0,0,1
AC0402KRX7R7BB221,17,8,9,0,0,1,1
KTD500B685M43A0T00,18,7,11,0,0,1,1
NCV7340D14R2G,13,6,7,0,0,0,1
SPC564A80B4CFA,14,8,6,0,0,0,1
CC0402GRNPO9BN120,17,9,8,0,0,1,1
BCM53158XMB1KFBG,16,10,6,0,0,0,1
TCAN1051GVDRQ1,14,9,5,0,0,1,1
BCM5396KFBG,11,7,4,0,0,0,1
ADTL084ARZ,10,7,3,0,0,0,1
EGPD,4,4,0,0,0,0,1
GCM1885C1H150FA16D,18,8,10,0,0,0,1
LMR33630CQRNXRQ1,16,10,6,0,0,1,1
BCM54612EB1KMLG,15,9,6,0,0,0,1
0603SAF0000T5E,14,5,9,0,1,0,1
max256asa,9,6,3,0,0,0,1
TPS74533PCQWDRVRQ1,18,12,6,0,0,1,1
MC33174DTBR2G,13,7,6,0,0,0,1
AC0402KRX7R7BB332,17,8,9,0,0,1,1
ERJ3EKF100IV,12,8,4,0,0,0,1
BCM5241A1KMLG,13,8,5,0,0,0,1
220uF 50V,9,3,5,1,1,0,0
8338,4,0,4,0,1,1,1
MC74ACT08DR2G,13,8,5,0,0,0,1
WEINSCHEL,9,9,0,0,0,0,0
NRH3010T2R2MN,13,7,6,0,0,0,1
MBRM120ET1G,11,7,4,0,0,0,1
4303,4,0,4,0,1,1,1
DRV8873HPWPR,12,8,4,0,0,0,1
CL21A226MOQNNNE,15,10,5,0,0,0,1
BCM5241XA1KMLG,14,9,5,0,0,0,1
MAX5419META,11,7,4,0,0,0,1
AUIRGDC0250,11,7,4,0,0,1,1
TPS73601QDBVRQ1,15,9,6,0,0,1,1
PT50SN8,7,4,3,0,0,1,1
NCV7344MW,9,5,4,0,0,0,1
SN65LBC184P,11,6,5,0,0,0,1
jetson,6,6,0,0,0,0,0
APF3236SEEZGKQBKC,17,13,4,0,0,0,1
AD5422BREZ,10,6,4,0,0,0,1
VJ2220A223KXAAT,15,8,7,0,0,0,1
BCM53134SKFBG,13,8,5,0,0,0,1
BCM53128KQLEG,13,8,5,0,0,0,1
19511,5,0,5,0,1,1,1
NLSV8T244DTR2G,14,9,5,0,0,0,1
SN65LVDS9637BD,14,8,6,0,0,0,1
MAX7375AXR805,13,6,7,0,0,1,1
AM26C31CNSR,11,7,4,0,0,0,1
BCM4366EKMMLW1G,15,10,5,0,0,0,1
AD5541AACPZ,11,7,4,0,0,0,1
370H,4,1,3,0,1,0,1
AP3441,6,2,4,0,0,1,1
BCM53286MKPBG,13,8,5,0,0,0,1
NCV33202VDR2G,13,7,6,0,0,0,1
4421,4,0,4,0,1,1,1
2966171,7,0,7,0,1,1,1
ESR03EZPJ820,12,7,5,0,0,1,1
9010,4,0,4,0,1,1,1
4303,4,0,4,0,1,1,1
LTM4668A,8,4,4,0,0,0,1
LQW15AN20NG00D,14,8,6,0,0,0,1
LTC2440CGN,10,6,4,0,0,0,1
AD8402ARZ10,11,5,6,0,0,1,1
CGA2B2X7R1H682K050BA,20,10,10,0,0,0,1
TPS26600RHFR,12,7,5,0,0,0,1
H12D4840D,9,3,6,0,0,0,1
FDD4243,7,3,4,0,0,1,1
ADS1000A1IDBVT,14,9,5,0,0,0,1
BCM4366EKMMLW1G,15,10,5,0,0,0,1
smj,3,3,0,0,0,0,1
BCX19,5,3,2,0,0,1,1
2131,4,0,4,0,1,1,1
STM32L052R8H6,13,6,7,0,0,1,1
BCM5248UA4KQMG,14,9,5,0,0,0,1
SRBV150901,10,4,6,0,0,1,1
LQG15HZ56NJ02D,14,8,6,0,0,0,1
msc1214y5pagt,13,8,5,0,0,0,1
LTC2217IUP,10,6,4,0,0,0,1
AC0402JRNPO9BN560,17,9,8,0,0,1,1
PESD,4,4,0,0,0,0,1
2N398A,6,2,4,0,1,0,1
RK73B2BTT,9,6,3,0,0,0,1
TCA8418RTWR,11,7,4,0,0,0,1
TLA2528IRTE,11,7,4,0,0,0,1
AC0402JRNPO9BN820,17,9,8,0,0,1,1
CL05C200JB5NNNC,15,9,6,0,0,0,1
SMAJ15A,7,5,2,0,0,0,1
LPC1764FBD100,13,6,7,0,0,1,1
esp32,5,3,2,0,0,1,1
PTH08T230WAZ,12,7,5,0,0,0,1
MMBT3906T,9,5,4,0,0,0,1
DRV8428RTER,11,7,4,0,0,0,1
MIMXRT1051DVL6B,15,10,5,0,0,0,1
BCM53158XMB1KFBG,16,10,6,0,0,0,1
HSM3214,7,3,4,0,0,1,1
BCM5241A1IMLG,13,8,5,0,0,0,1
ISZ24DP10LMATMA1,16,11,5,0,0,1,1
BCM53128KQLEG,13,8,5,0,0,0,1
LQP15MN2N0B02D,14,8,6,0,0,0,1
CL05C680JB5NNNC,15,9,6,0,0,0,1
spacer,6,6,0,0,0,0,0
BCM43602KMLG,12,7,5,0,0,0,1
0402B104K100CT,14,4,10,0,1,0,1
RN73C2A649RBTG,14,8,6,0,0,0,1
ADS4149,7,3,4,0,0,1,1
BCM53262MIPBG,13,8,5,0,0,0,1
TPS40170RGYT,12,7,5,0,0,0,1
stk682,6,3,3,0,0,1,1
BB21F,5,3,2,0,0,0,1
LMZ14201HTZ,11,6,5,0,0,0,1
High side driver,16,14,0,2,0,0,0
ISO,3,3,0,0,0,0,0
TC4427EUA713,12,5,7,0,0,1,1
TAJ226M025RNJ,13,7,6,0,0,0,1
PI7C9X130DNDE,13,8,5,0,0,0,1
adp3450,7,3,4,0,0,1,1
sot89 npn 100v,14,7,5,2,0,0,0
CD4035BM96,10,4,6,0,0,1,1
RT9065GE,8,4,4,0,0,0,1
TZB4P400,8,4,4,0,0,1,1
STM32H743XIH6,13,7,6,0,0,1,1
RMCF0805FT3K74,14,7,7,0,0,1,1
MAX825sEUK,10,7,3,0,0,0,1
LT6650CS5,9,4,5,0,0,1,1
cat6 female cable,17,14,1,2,0,0,0
CP30BA2P1MD30A,14,8,6,0,0,0,1
IRFR024NTRPBF,13,10,3,0,0,0,1
MBRM140T1G,10,6,4,0,0,0,1
3CSH9,5,3,2,0,1,1,1
SN74LVC1G32DBVR,15,10,5,0,0,0,1
PR03000203008JAC00,18,5,13,0,0,1,1
SPC5646CCF0MLT1,15,9,6,0,0,1,1
TL072G,6,3,3,0,0,0,1
5915,4,0,4,0,1,1,1
1N829A,6,2,4,0,1,0,1
WW12PR075FTL,12,7,5,0,0,0,1
R5F21324CN607SP,15,6,9,0,0,0,1
0603SAF5101T5E,14,5,9,0,1,0,1
PDT6016,7,3,4,0,0,1,1
LTC1609IG,9,5,4,0,0,0,1
0402WGF330JTCE,14,7,7,0,1,0,1
0603SAF1201T5E,14,5,9,0,1,0,1
AC0402KRX7R9BB103,17,8,9,0,0,1,1
RS2118YUTQK10,13,7,6,0,0,1,1
AD421,5,2,3,0,0,1,1
MAX232ESE,9,6,3,0,0,0,1
DSIC06LSGETDSIC06LSGET,22,18,4,0,0,0,1
MT29F256G08,11,4,7,0,0,1,1
BLF645,6,3,3,0,0,1,1
TLE9879QTW40XUMA1,17,10,7,0,0,1,1
SMBJ36CA,8,6,2,0,0,0,1
GA355DR7GF472KW01L,18,9,9,0,0,0,1
SN74LVC2G74DCU,14,9,5,0,0,0,1
TMS320F240,10,4,6,0,0,1,1
8338,4,0,4,0,1,1,1
C2012X8L1A106K125AC,19,7,12,0,0,0,1
CD4013BM,8,4,4,0,0,0,1
TPS5410,7,3,4,0,0,1,1
5915,4,0,4,0,1,1,1
GRM0335C1H2R2CA01D,18,9,9,0,0,0,1
109D,4,1,3,0,1,0,1
ULN2003AN,9,5,4,0,0,0,1
RK73H2ATTD2552F,15,8,7,0,0,0,1
170uh,5,2,3,0,1,0,1
BCM54640EB2KFBG,15,9,6,0,0,0,1
MK24FN1M0VLL12,14,8,6,0,0,1,1
EEHZA1V271P,11,7,4,0,0,0,1
EFM32,5,3,2,0,0,1,1
lm7301,6,2,4,0,0,1,1
GCJ43DR72J104KXJ1L,18,10,8,0,0,0,1
7022JKX,7,3,4,0,1,0,1
NCV97311MW33R2G,15,7,8,0,0,0,1
SMBJ18CA,8,6,2,0,0,0,1
tlp185,6,3,3,0,0,1,1
PEF31001VSV12,13,6,7,0,0,1,1
SIT612,6,3,3,0,0,1,1
430250400,10,0,10,0,1,1,1
STM8S903K3T6CTR,15,9,6,0,0,0,1
BCM5461SA2KQMG,14,9,5,0,0,0,1
GCM033R71C222KA55,17,7,10,0,0,1,1
LQW15AN3N0B00D,14,8,6,0,0,0,1
6147,4,0,4,0,1,1,1
UCS2D221MHD,11,7,4,0,0,0,1
CUS150MB,8,5,3,0,0,0,1
TMS320C25FNLR,13,8,5,0,0,0,1
LTC2203CUK,10,6,4,0,0,0,1
BCM54680B0KFBG,14,8,6,0,0,0,1
PE4302,6,2,4,0,0,1,1
STM1001RWX6F,12,7,5,0,0,0,1
AC0402KRX7R9BB221,17,8,9,0,0,1,1
KBJ3510,7,3,4,0,0,1,1
BCM54616C0KFBG,14,8,6,0,0,0,1
smj,3,3,0,0,0,0,0
44A0,4,1,3,0,1,1,1
0402B473K500CT,14,4,10,0,1,0,1
diode,5,5,0,0,0,0,0
1051330031,10,0,10,0,1,1,1
RM06FTN30R1,11,6,5,0,0,1,1
TIP117,6,3,3,0,0,1,1
MCF5275LCVM166,14,7,7,0,0,1,1
6860,4,0,4,0,1,1,1
dp alt,6,5,0,1,0,0,0
LTC3633AIUFD,12,8,4,0,0,0,1
0402WGF330,10,3,7,0,1,1,1
LTC3633AIUFD,12,8,4,0,0,0,1
RJ13SR,6,4,2,0,0,0,1
4N33M,5,2,3,0,1,0,1
301816,6,0,6,0,1,1,1
T495D336M016ATE225,18,6,12,0,0,1,1
mmsz,4,4,0,0,0,0,1
BCM54616SC0KFBG,15,9,6,0,0,0,1
MMSZ5272BT3G,12,7,5,0,0,0,1
CC0805KKX7R6BB105,17,8,9,0,0,1,1
2250,4,0,4,0,1,1,1
xport,5,5,0,0,0,0,0
NCV7685DQR2G,12,7,5,0,0,0,1
AUIRGDC0250,11,7,4,0,0,1,1
MPC8308CVMAGDA,14,10,4,0,0,0,1
DTC043ZUBT106,13,7,6,0,0,1,1
B32653A1153K000,15,3,12,0,0,1,1
S29GL256P90FFCR10,17,8,9,0,0,1,1
ADN4600ACPZ,11,7,4,0,0,0,1
IRLI540N,8,5,3,0,0,0,1
bipolar,7,7,0,0,0,0,0
502128000,10,0,10,0,1,1,1
C1206C474K5RACAUTO,18,10,8,0,0,0,1
BKNN729,7,4,3,0,0,1,1
BSS139,6,3,3,0,0,1,1
JUMPER,6,6,0,0,0,0,0
MC74VHC1G50DTT1G,16,10,6,0,0,0,1
CD4051BQPWRQ1,13,8,5,0,0,1,1
BCM53286MIPBG,13,8,5,0,0,0,1
DTC143XUA,9,6,3,0,0,0,1
NCV97310MW33R2G,15,7,8,0,0,0,1
IRLB3034,8,4,4,0,0,1,1
NCE40H29D,9,5,4,0,0,0,1
109P0424B302,12,2,10,0,1,1,1
C0603C104K8PAC7867,18,6,12,0,0,1,1
GRM219B31A475KE31D,18,8,10,0,0,0,1
LD39200DPUR,11,6,5,0,0,0,1
TLE2426,7,3,4,0,0,1,1
936111,6,0,6,0,1,1,1
6860,4,0,4,0,1,1,1
TLF4295G,8,4,4,0,0,0,1
TLC1543CDWR,11,7,4,0,0,0,1
PD60 48CTR8,11,5,5,1,0,1,1
en5312qi,8,4,4,0,0,0,1
6860,4,0,4,0,1,1,1
VC120656F111RP,14,5,9,0,0,0,1
MAX232ESE,9,6,3,0,0,0,1
RT0603BRD07453KL,16,7,9,0,0,0,1
AD603AQ,7,4,3,0,0,0,1
metalized polypropelene capacitors,34,32,0,2,0,0,0
12061C104MAT2A,14,5,9,0,1,0,1
6860,4,0,4,0,1,1,1
FL817,5,2,3,0,0,1,1
BCM5248UA4KQMG,14,9,5,0,0,0,1
GRM188Z71C225KE43,17,7,10,0,0,1,1
MUN5314DW1T1G,13,7,6,0,0,0,1
RT334024F,9,3,6,0,0,0,1
Mosfets,7,7,0,0,0,0,0
AC0402KRX7R9BB122,17,8,9,0,0,1,1
AC0402KRX7R9BB152,17,8,9,0,0,1,1
EMHS101GRA151MKG5S,18,11,7,0,0,0,1
HCS30,5,3,2,0,0,1,1
MMSZ4689T1G,11,6,5,0,0,0,1
12061A331JAT,12,4,8,0,1,0,1
STM1001SBWX6F,13,8,5,0,0,0,1
HD6417622F100V,14,4,10,0,0,0,1
OPA2333AIDR,11,7,4,0,0,0,1
10CL055YF484I7G,15,6,9,0,1,0,1
SN74LVC2G86DCTR,15,10,5,0,0,0,1
BCM5396KFBG,11,7,4,0,0,0,1
ADS7808U,8,4,4,0,0,0,1
CC101205SRE,11,5,6,0,0,0,1
BCM53262MIPBG,13,8,5,0,0,0,1
LM5155QDSSRQ1,13,8,5,0,0,1,1
TLE7500,7,3,4,0,0,1,1
9786,4,0,4,0,1,1,1
ISL6146BFUZ,11,7,4,0,0,0,1
NB19914001,10,2,8,0,0,1,1
LT1996,6,2,4,0,0,1,1
BCM53158XMB1KFBG,16,10,6,0,0,0,1
RC1608J000CS,12,5,7,0,0,0,1
dsPIC33EP16GS5,14,9,5,0,0,1,1
BLUETOOTH AUDIO MODULE,22,20,0,2,0,0,0
LD39200,7,2,5,0,0,1,1
25121WJ075,10,2,8,0,1,1,1
hall sensor,11,10,0,1,0,0,0
DTC043ZUB,9,6,3,0,0,0,1
MX34016PF1,10,4,6,0,0,1,1
BCM54616C0KFBG,14,8,6,0,0,0,1
LQW18AN18NG00D,14,8,6,0,0,0,1
AC0402KRX7R9BB102,17,8,9,0,0,1,1
AD5541AACPZ,11,7,4,0,0,0,1
TPS76350DBVT,12,7,5,0,0,0,1
TPS54231DR,10,5,5,0,0,0,1
mastergan,9,9,0,0,0,0,0
109D,4,1,3,0,1,0,1
VCA8500IRGCT,12,8,4,0,0,0,1
D222SP04D63,11,4,7,0,0,1,1
HHM1776B3,9,4,5,0,0,1,1
CC0603KRX7R9BB331,17,8,9,0,0,1,1
PTV111,6,3,3,0,0,1,1
solid state relay,17,15,0,2,0,0,0
PTV111,6,3,3,0,0,1,1
VL813,5,2,3,0,0,1,1
MC32PF3000A1EP,14,7,7,0,0,0,1
08051C103JAT2A,14,5,9,0,1,0,1
RMCF0603FT220R,14,7,7,0,0,0,1
ltv356,6,3,3,0,0,1,1
octal line driver inverting,27,24,0,3,0,0,0
jetson,6,6,0,0,0,0,0
MCR03EZPFX5101,14,8,6,0,0,1,1
efuse,5,5,0,0,0,0,0
STM8AF628ATCX,13,9,4,0,0,0,1
F450DD153J1K6C,14,6,8,0,0,0,1
AC0603BRNPO9BN5R6,17,10,7,0,0,1,1
vnq500pep,9,6,3,0,0,0,1
1SS300,6,2,4,0,1,1,1
SN74ALVC164245DGG,17,9,8,0,0,0,1
BCM5396IFBG,11,7,4,0,0,0,1
CX8045GB,8,4,4,0,0,0,1
LQW18ANR12G00D,14,8,6,0,0,0,1
12078090,8,0,8,0,1,1,1
Saleae Logic Pro 8,18,14,1,3,0,1,0
TVP5150AM1IPBSRQ1,17,11,6,0,0,1,1
EL1019,6,2,4,0,0,1,1
GRT188R61H225KE13,17,7,10,0,0,1,1
YG975C6R,8,4,4,0,0,0,1
PLCRPTSET24TD,13,11,2,0,0,0,1
RK73H2ATTD1001F,15,8,7,0,0,0,1
BD13916STU,10,5,5,0,0,0,1
SD1A220G,8,4,4,0,0,0,1
BCM54680B0KFBG,14,8,6,0,0,0,1
AC0603BRNPO9BNR68,17,10,7,0,0,1,1
BCM5482SA2IFBG,14,9,5,0,0,0,1
MMSZ4713T1G,11,6,5,0,0,0,1
SCOTCHLOK 314,13,9,3,1,0,1,1
STW8N120K5,10,5,5,0,0,1,1
220uF,5,2,3,0,1,0,0
PTV111,6,3,3,0,0,1,1
PIC18F4550,10,4,6,0,0,1,1
BCM54640EB2KFBG,15,9,6,0,0,0,1
EbmW2G110 AK43 31,17,7,8,2,0,1,1
CC0805KKX7R7BB105,17,8,9,0,0,1,1
BCM5482SA2IFBG,14,9,5,0,0,0,1
BCM53286MIPBG,13,8,5,0,0,0,1
MCF5282CVM80,12,6,6,0,0,1,1
EGVD,4,4,0,0,0,0,1
LT1004IS825,11,4,7,0,0,1,1
TPSMB36A,8,6,2,0,0,0,1
B82721A2152N1,13,3,10,0,0,1,1
CC0402FRNPO9BN120,17,9,8,0,0,1,1
EN5322QI,8,4,4,0,0,0,1
SUTS64812,9,4,5,0,0,1,1
tmp302adrlr,11,8,3,0,0,0,1
74HC14D,7,3,4,0,1,0,1
KSZ9897RTXI,11,7,4,0,0,0,1
CRCW0603100KJNEB,16,9,7,0,0,0,1
PTV111,6,3,3,0,0,1,1
TPD1E05U06DPYR,14,9,5,0,0,0,1
CGA5L1X5R1C226MT0Y0E,20,11,9,0,0,0,1
AC0603BRNPO9BN2R0,17,10,7,0,0,1,1
UKL2A470KPD,11,7,4,0,0,0,1
BCM5461SA2KQMG,14,9,5,0,0,0,1
mastergan,9,9,0,0,0,0,0
PTV111,6,3,3,0,0,1,1
ERNI 224400,11,4,6,1,0,1,1
IPW65R110CFDA,13,8,5,0,0,0,1
BCM54640EB2KFBG,15,9,6,0,0,0,1
PCAL6416A,9,5,4,0,0,0,1
HC32F460PETB,12,7,5,0,0,0,1
MMBT3906,8,4,4,0,0,1,1
ATSHA204,8,5,3,0,0,1,1
NCP81382MNTXG,13,8,5,0,0,0,1
1N4742A,7,2,5,0,1,0,1
1206X476M160NT,14,4,10,0,1,0,1
PQG3MRA012,10,6,4,0,0,1,1
AC0805KKX7R9BB10,16,8,8,0,0,1,1
LQW15AN5N6C10D,14,8,6,0,0,0,1
BCM54182B0KQLEG,15,9,6,0,0,0,1
SS3H10,6,3,3,0,0,1,1
IRF7240TRPBF,12,8,4,0,0,0,1
SI7846DP,8,4,4,0,0,0,1
PTV111,6,3,3,0,0,1,1
AD7564BRZ,9,5,4,0,0,0,1
STPS5L60,8,5,3,0,0,1,1
dp8573av,8,4,4,0,0,0,1
AD8629ARZ,9,5,4,0,0,0,1
RMCF0603ZT0R00,14,7,7,0,0,1,1
PUMD13,6,4,2,0,0,1,1
GCJ188R91H224KA01D,18,8,10,0,0,0,1
max811t,7,4,3,0,0,0,1
MAX17561AUD,11,6,5,0,0,0,1
0805YC392KAT2A,14,6,8,0,1,0,1
TLV62585DRLR,12,7,5,0,0,0,1
3300,4,0,4,0,1,1,1
NVMFS5844NL,11,7,4,0,0,0,1
RY211024,8,2,6,0,0,1,1
ADUM131E1BRWZ,13,9,4,0,0,0,1
MPR24000E202BC100,17,6,11,0,0,1,1
FDS6961A,8,4,4,0,0,0,1
B82477G4103M,12,3,9,0,0,0,1
TPS61230DRCR,12,7,5,0,0,0,1
BCM5396KFBG,11,7,4,0,0,0,1
DIO5508CD10,11,5,6,0,0,1,1
R5F12068,8,2,6,0,0,1,1
6147,4,0,4,0,1,1,1
C0805C101J2GACTU,16,8,8,0,0,0,1
BCM5482A2IFBG,13,8,5,0,0,0,1
4421,4,0,4,0,1,1,1
RT0402DRD07499RL,16,7,9,0,0,0,1
C1206C222KDRACTU,16,9,7,0,0,0,1
TPS54160DGQR,12,7,5,0,0,0,1
WR04X333,8,3,5,0,0,1,1
SC62,4,2,2,0,0,1,1
FKP1X012,8,4,4,0,0,1,1
EP3C40F324I7N,13,6,7,0,0,0,1
FSB50760SFS,11,6,5,0,0,0,1
c2331,5,1,4,0,0,1,1
A768KE686M1GLAS038,18,8,10,0,0,1,1
LQW18AN15NG00D,14,8,6,0,0,0,1
DTC143ECAT116,13,7,6,0,0,1,1
107,3,0,3,0,1,1,1
RK73H2ATTD3302F,15,8,7,0,0,0,1
BCM54616SC0IFBG,15,9,6,0,0,0,1
511JCA4,7,3,4,0,1,1,1
TPS78236DDC,11,6,5,0,0,0,1
LC05CI,6,4,2,0,0,0,1
XC9144,6,2,4,0,0,1,1
flat ribbon cable,17,15,0,2,0,0,0
3300,4,0,4,0,1,1,1
CY9DF126CPMC,12,8,4,0,0,0,1
S8193,5,1,4,0,0,1,1
KSZ8873RLL1,11,6,5,0,0,1,1
NX5P3290UKZ,11,6,5,0,0,0,1
RK73H2ATTD1802F,15,8,7,0,0,0,1
FT245BL,7,4,3,0,0,0,1
UPC451G2A,9,5,4,0,0,0,1
PD60 48CTR8,11,5,5,1,0,1,1
ADAU1463WBCPZ300RL,18,11,7,0,0,0,1
R5F21334CD606FP,15,6,9,0,0,0,1
UPW1H221MPD,11,7,4,0,0,0,1
JE1S501P,8,4,4,0,0,0,1
0402WGF1541TCE,14,6,8,0,1,0,1
MHQ1005P1N5BT000,16,7,9,0,0,1,1
C0805C621J2GACTU,16,8,8,0,0,0,1
3300,4,0,4,0,1,1,1
MPZ1005S300CT000,16,6,10,0,0,1,1
PVG612,6,3,3,0,0,1,1
SN74LV273ANSR,13,8,5,0,0,0,1
BCM53284MKPBG,13,8,5,0,0,0,1
PTV111,6,3,3,0,0,1,1
LTC4279IUFD,11,7,4,0,0,0,1
